id,version,status,title,agent_role,category,sector,prompt_family,lifecycle_phase,icon,color_token,operator_tab,route_path,quality_total,has_golden_fixture,command_template_count,hash
IND-005,3.0.0,active,PCI-Oriented Payment Security Agent,AI/ML Security Agent,Industry Specialized,Retail / E-commerce,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/retail-e-commerce/ai-ml-security/ind-005,40,False,2,eeb4bfec89ed1b9c737b6505ec14fc575da2508b09c8ca4a21d0a13383a43c66
IND-006,3.0.0,active,EdTech SSO Security Agent,AI/ML Security Agent,Industry Specialized,Education,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/education/ai-ml-security/ind-006,40,False,2,93c41454e422a4f19dd9423308496ac4d46122231038a9efc7a55b3ce4802d51
IND-007,3.0.0,active,Fleet Telemetry Security Agent,AI/ML Security Agent,Industry Specialized,Transportation / Logistics,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/transportation-logistics/ai-ml-security/ind-007,40,False,2,33947197b3aae3bfc72758a39fd429b337ed2d4813c29e5a4035d4b763702bf5
IND-008,3.0.0,active,Provisioning Security Agent,AI/ML Security Agent,Industry Specialized,Telecom,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/telecom/ai-ml-security/ind-008,40,False,2,ba58d4f22c201172c41ceab03175b79553acf44698824b36fdabe9061666041d
IND-009,3.0.0,active,Customer Support Tooling Auditor,AI/ML Security Agent,Industry Specialized,SaaS / Cloud,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/saas-cloud/ai-ml-security/ind-009,40,False,2,e07cefb2bf8175fc441208acae44de55eb8ff80831328604703b1b0fe4486b8b
IND-010,3.0.0,active,Telemetry Integrity Agent,AI/ML Security Agent,Industry Specialized,Aerospace / Space,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/aerospace-space/ai-ml-security/ind-010,40,False,2,6d914b3aa1acdbc9dc4ff845dc6af61503b8ad5dd9c69cb6effcd35161b868e4
IND-011,3.0.0,active,eDiscovery Chain-of-Custody Agent,AI/ML Security Agent,Industry Specialized,Legal / Compliance,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/legal-compliance/ai-ml-security/ind-011,40,False,2,d415743a54832db165ba71d0d5cdda571a15a3682dcae93abd89c2d01ae1b888
IND-012,3.0.0,active,Zero Trust Implementation Auditor,AI/ML Security Agent,Industry Specialized,Federal Civilian,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/federal-civilian/ai-ml-security/ind-012,40,False,2,5e1b1b19fe72ada62e5777df926eeeb0fc02d7e7d6927e2997fcde748838f748
IND-013,3.0.0,active,IL5 IL6 Boundary Security Agent,AI/ML Security Agent,Industry Specialized,DoD / National Security,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/dod-national-security/ai-ml-security/ind-013,40,False,2,1aa8adc73b7aec700ffc6fdc97f40c1364eaec39bd1fb7c34326739a0ce44089
IND-014,3.0.0,active,Emergency Services Resilience Agent,AI/ML Security Agent,Industry Specialized,State & Local Government,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/state-local-government/ai-ml-security/ind-014,40,False,2,700c795dbc1ecd84cca17b76be26d66956b31c81f194b4c5a01f067461753d4f
IND-015,3.0.0,active,RAG Security Agent,AI/ML Security Agent,Industry Specialized,AI / ML Systems,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-neutral,industry-specialized,/prompts/ai-ml-systems/ai-ml-security/ind-015,40,False,2,5ec0e99b0c4e4373977ee58533710cc30c5cb015c8be8a302357007a6ad54319
HASF-ENG-REQ-001,3.0.0,active,Requirements-to-Test Traceability Agent,Northstar Planner Agent,Software Engineering,All Industries,Requirements Engineering,Plan / Design,sparkles,accent-slate,software-engineering,/prompts/all-industries/requirements-engineering/hasf-eng-req-001,50,False,2,d27fe75f9ec8e7585817c81c5059634e81e0deb9fbd455a38cba281b092e9a1b
HASF-ENG-ADR-002,3.0.0,active,Architecture Decision Record Agent,DevSecOps Architect Agent,Software Engineering,All Industries,Architecture,Plan / Design,network,accent-slate,software-engineering,/prompts/all-industries/architecture/hasf-eng-adr-002,50,True,2,86af49e6b8a0a5628e4549e14115baf58e97d4230a3f03a18fb02bb44997555c
HASF-ENG-API-003,3.0.0,active,Secure API Contract Agent,Backend Engineering Agent,Software Engineering,All Industries,API Engineering,Build,sparkles,accent-slate,software-engineering,/prompts/all-industries/api-engineering/hasf-eng-api-003,50,False,2,a6df64bf4cc87d57349a07de7b63f7ab90f5de09e29c7702e9b23bd60b79976d
HASF-ENG-BE-004,3.0.0,active,Backend Service Hardening Agent,Backend Engineering Agent,Software Engineering,All Industries,Backend Engineering,Build,sparkles,accent-slate,software-engineering,/prompts/all-industries/backend-engineering/hasf-eng-be-004,50,False,2,e87e4cdd8195880a31287cce8264523ddbe3a6aebf426d38c6d3ba3b702bcbb7
HASF-ENG-FE-005,3.0.0,active,Frontend Security and Accessibility Agent,Frontend Engineering Agent,Software Engineering,All Industries,Frontend Engineering,Build,sparkles,accent-slate,software-engineering,/prompts/all-industries/frontend-engineering/hasf-eng-fe-005,50,False,2,f452ab311311269d4242382041cca7b70fce76c5b3022f88b0b522c314c7377d
HASF-ENG-MOB-006,3.0.0,active,Mobile App Security Agent,Mobile Engineering Agent,Software Engineering,All Industries,Mobile Engineering,Build,sparkles,accent-slate,software-engineering,/prompts/all-industries/mobile-engineering/hasf-eng-mob-006,50,False,2,ab3186327acee778af1c8868019e15cde59e61b94086c858480d641dc331bfe2
HASF-ENG-DB-007,3.0.0,active,Database Migration Safety Agent,Database Engineering Agent,Software Engineering,All Industries,Database Engineering,Build,sparkles,accent-slate,software-engineering,/prompts/all-industries/database-engineering/hasf-eng-db-007,50,False,2,4b9aae34c72f96edc20bb8351de51dc75af311a0517c3b1dea1e875ea3c21f63
HASF-ENG-DIST-008,3.0.0,active,Distributed Systems Failure-Mode Agent,Architecture Agent,Software Engineering,All Industries,Distributed Systems,Cross-Lifecycle,sparkles,accent-slate,software-engineering,/prompts/all-industries/distributed-systems/hasf-eng-dist-008,50,False,2,472328196bdd1fb8512d1abd0301aae3137ced1376ed993e1a7faf67d2937f65
HASF-ENG-PERF-009,3.0.0,active,Performance Bottleneck Profiler Agent,Performance Agent,Software Engineering,All Industries,Performance Engineering,Operate / Improve,sparkles,accent-slate,software-engineering,/prompts/all-industries/performance-engineering/hasf-eng-perf-009,50,False,2,9766302bba385ba29bdd6265fe4be36744dae0bf993be9bd89a4bccbef38bc62
HASF-ENG-REL-010,3.0.0,active,Reliability and SLO Agent,SRE Agent,Software Engineering,All Industries,Reliability Engineering,Operate / Improve,sparkles,accent-slate,software-engineering,/prompts/all-industries/reliability-engineering/hasf-eng-rel-010,50,False,2,4a92d8ff0d41ae7af0fbead38a6d0964fdb79568ec57643201d7bdbcc613b100
HASF-DEV-CICD-011,3.0.0,active,GitHub Actions CI/CD Hardening Agent,DevSecOps Architect Agent,DevSecOps,All Industries,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/all-industries/ci-cd/hasf-dev-cicd-011,50,True,4,f86dc79f80837cafe29f8eec8a1e6def51c3fe7a728eaae98a8a0182fe3e937c
HASF-DEV-PROV-012,3.0.0,active,Artifact Signing and Provenance Agent,SBOM/SCA Agent,DevSecOps,All Industries,Artifact Provenance,Release,fingerprint,accent-cyan,devsecops,/prompts/all-industries/artifact-provenance/hasf-dev-prov-012,50,True,2,a07d844b4efcf0b0bcad50ff31cb2e5b54204c5d9a791f63de0edf9b2fa1a988
HASF-DEV-SBOM-013,3.0.0,active,SBOM and Dependency Risk Agent,SBOM/SCA Agent,DevSecOps,All Industries,SBOM / SCA,Cross-Lifecycle,package-search,accent-cyan,devsecops,/prompts/all-industries/sbom-sca/hasf-dev-sbom-013,50,True,6,87efabf7c408438e5d0b5df7706f8964113ebc08f94e02062d7fa965ede73051
HASF-DEV-IAC-014,3.0.0,active,Infrastructure Policy-as-Code Agent,Cloud/IaC Agent,DevSecOps,All Industries,IaC Security,Cross-Lifecycle,file-cog,accent-cyan,devsecops,/prompts/all-industries/iac-security/hasf-dev-iac-014,50,False,4,5ca5f36f35ceff88cd587c1240e08d2cc21a0e54c77b197c5ddb9cb8ab3140f7
HASF-DEV-K8S-015,3.0.0,active,Kubernetes Admission Control Agent,Cloud/IaC Agent,DevSecOps,All Industries,Kubernetes Security,Cross-Lifecycle,boxes,accent-cyan,devsecops,/prompts/all-industries/kubernetes-security/hasf-dev-k8s-015,50,False,4,6296d6323739f902c3c5890000b9110e2f6401d3d194f814ea44d5462f1ab0ca
HASF-DEV-ROLL-016,3.0.0,active,Rollback and Recovery Agent,Evidence Agent,DevSecOps,All Industries,Release Evidence,Release,clipboard-check,accent-cyan,devsecops,/prompts/all-industries/release-evidence/hasf-dev-roll-016,50,True,3,d2823dd318e4080591789807b516ddad3bcf5be7cdebdf3f5b698a38ebf01cb1
HASF-AI-ROUTE-023,3.0.0,active,Local Model Routing Agent,AI/ML Engineering Agent,AI / ML,All Industries,AI / ML Engineering,Build,sparkles,accent-violet,ai-ml,/prompts/all-industries/ai-ml-engineering/hasf-ai-route-023,50,False,2,60395898cef279dda4b7bc4ea878d724f27020e05690d4bf969760e632ba4d80
HASF-AI-EVAL-024,3.0.0,active,LLM Evaluation Harness Agent,Model Evaluation Agent,AI / ML,All Industries,Model Evaluation,Test / Validate,gauge,accent-violet,ai-ml,/prompts/all-industries/model-evaluation/hasf-ai-eval-024,50,True,4,bbd0d055421d9b2724b2c2733098a924308ba8b61532a08060df94a882c80fc0
HASF-AI-RAG-025,3.0.0,active,RAG Grounding and Citation Agent,RAG Security Agent,AI / ML,All Industries,RAG Security,Cross-Lifecycle,database-zap,accent-violet,ai-ml,/prompts/all-industries/rag-security/hasf-ai-rag-025,50,True,3,90aecc93af9f79b6c22ea8a3cb58c8459961ccbfeacf121a9a329051a6f28343
HASF-AI-INJ-026,3.0.0,active,Prompt Injection Red-Team Agent,AI Red Team Agent,AI / ML,All Industries,Prompt Injection Testing,Test / Validate,terminal,accent-violet,ai-ml,/prompts/all-industries/prompt-injection-testing/hasf-ai-inj-026,50,True,4,9525f304f70aca8afc2b3edb8ef1143bafddf36beebbdfcfdaf820afc351922a
HASF-AI-SUPPLY-027,3.0.0,active,Model Supply Chain Security Agent,AI/ML Security Agent,AI / ML,All Industries,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/all-industries/ai-ml-security/hasf-ai-supply-027,50,True,2,b0490652b3bb8e742f66076f0373651ce87f77ec43cd5e7c21c1c404a199a48c
HASF-AI-VDB-028,3.0.0,active,Vector Database Security Agent,RAG Security Agent,AI / ML,All Industries,RAG Security,Cross-Lifecycle,database-zap,accent-violet,ai-ml,/prompts/all-industries/rag-security/hasf-ai-vdb-028,50,True,3,90aecc93af9f79b6c22ea8a3cb58c8459961ccbfeacf121a9a329051a6f28343
HASF-GOV-NIST-029,3.0.0,active,NIST 800-53 Evidence Mapper,Compliance Evidence Agent,Governance / Compliance,All Industries,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/all-industries/compliance-mapping/hasf-gov-nist-029,50,True,3,f9232c092e47259a439efe3c0485a453d497d715ffc64c5542df59dc0cfc81ee
HASF-GOV-RMF-030,3.0.0,active,RMF Package Builder Agent,Compliance Evidence Agent,Governance / Compliance,All Industries,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/all-industries/compliance-mapping/hasf-gov-rmf-030,50,True,3,f9232c092e47259a439efe3c0485a453d497d715ffc64c5542df59dc0cfc81ee
HASF-GOV-FED-031,3.0.0,active,FedRAMP Readiness Agent,Compliance Evidence Agent,Governance / Compliance,All Industries,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/all-industries/compliance-mapping/hasf-gov-fed-031,50,True,3,f9232c092e47259a439efe3c0485a453d497d715ffc64c5542df59dc0cfc81ee
HASF-GOV-CMMC-032,3.0.0,active,CMMC Readiness Agent,Compliance Evidence Agent,Governance / Compliance,All Industries,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/all-industries/compliance-mapping/hasf-gov-cmmc-032,50,True,3,f9232c092e47259a439efe3c0485a453d497d715ffc64c5542df59dc0cfc81ee
HASF-GOV-HIPAA-033,3.0.0,active,HIPAA Security Rule Agent,Compliance Evidence Agent,Governance / Compliance,All Industries,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/all-industries/compliance-mapping/hasf-gov-hipaa-033,50,True,3,f9232c092e47259a439efe3c0485a453d497d715ffc64c5542df59dc0cfc81ee
HASF-GOV-PCI-034,3.0.0,active,PCI DSS Payment Flow Agent,Compliance Evidence Agent,Governance / Compliance,All Industries,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/all-industries/compliance-mapping/hasf-gov-pci-034,50,True,3,f9232c092e47259a439efe3c0485a453d497d715ffc64c5542df59dc0cfc81ee
HASF-GOV-CJIS-035,3.0.0,active,CJIS Access Control Agent,Compliance Evidence Agent,Governance / Compliance,All Industries,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/all-industries/compliance-mapping/hasf-gov-cjis-035,50,True,3,f9232c092e47259a439efe3c0485a453d497d715ffc64c5542df59dc0cfc81ee
HASF-GOV-FERPA-036,3.0.0,active,FERPA Student Data Agent,Compliance Evidence Agent,Governance / Compliance,All Industries,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/all-industries/compliance-mapping/hasf-gov-ferpa-036,50,True,3,f9232c092e47259a439efe3c0485a453d497d715ffc64c5542df59dc0cfc81ee
HASF-GOV-LIC-037,3.0.0,active,Open Source License Risk Agent,Risk Board Agent,Governance / Compliance,All Industries,Risk Management,Cross-Lifecycle,sparkles,accent-amber,governance-compliance,/prompts/all-industries/risk-management/hasf-gov-lic-037,50,False,2,59e0292fb7a238a0003a64f36d0e510367498fa672a2db422738eb0a4b12e074
HASF-QA-AUTO-038,3.0.0,active,Test Automation Architect Agent,QA Agent,QA,All Industries,QA / Test Automation,Test / Validate,check-check,accent-green,qa,/prompts/all-industries/qa-test-automation/hasf-qa-auto-038,50,False,5,f494f2aff780ac450cd2823db1204e69c8014d21a8dde12c30cb97a50279f248
HASF-QA-TRACE-039,3.0.0,active,Coverage and Traceability Agent,QA Agent,QA,All Industries,QA / Test Automation,Test / Validate,check-check,accent-green,qa,/prompts/all-industries/qa-test-automation/hasf-qa-trace-039,50,False,5,f494f2aff780ac450cd2823db1204e69c8014d21a8dde12c30cb97a50279f248
HASF-OPS-EVID-040,3.0.0,active,Release Evidence Packager Agent,Evidence Agent,Operations,All Industries,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/all-industries/release-evidence/hasf-ops-evid-040,50,True,3,d2823dd318e4080591789807b516ddad3bcf5be7cdebdf3f5b698a38ebf01cb1
HASF-OPS-EXEC-041,3.0.0,active,Executive Risk Narrative Agent,Executive Narrator Agent,Operations,All Industries,Executive Reporting,Cross-Lifecycle,presentation,accent-blue,operations,/prompts/all-industries/executive-reporting/hasf-ops-exec-041,50,False,2,334561327ce815aff724482b0bc7a8891d8e5ac64496ab11b06d1e885ef3e7a7
HASF-SEC-DEFENSE-DOD-NA-THREAT-MOD-001,3.0.0,active,Defense / DoD / National Security Threat Model Agent,Security Architecture Agent,Cybersecurity,Defense / DoD / National Security,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/defense-dod-national-security/threat-modeling/hasf-sec-defense-dod-na-threat-mod-001,50,False,2,88060df62bae91d0ba97d41673dd5c7faa90d9c341daca40a3bd401ad28a9fa3
HASF-SEC-DEFENSE-DOD-NA-COMPLIANCE-002,3.0.0,active,Defense / DoD / National Security Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Defense / DoD / National Security,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/defense-dod-national-security/compliance-mapping/hasf-sec-defense-dod-na-compliance-002,50,False,3,26725f3162b35c9c84eaa2200e3b60d3bfbf1dcba6d7bed5852b5e5f38842e34
HASF-SEC-DEFENSE-DOD-NA-CI-CD-GATE-003,3.0.0,active,Defense / DoD / National Security CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Defense / DoD / National Security,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/defense-dod-national-security/ci-cd/hasf-sec-defense-dod-na-ci-cd-gate-003,50,False,4,f2d9aa344eaad24c0d5de34a00042bc7d90a378bee2b18536a902ba229fb8fac
HASF-SEC-DEFENSE-DOD-NA-AI-RISK-EV-004,3.0.0,active,Defense / DoD / National Security AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Defense / DoD / National Security,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/defense-dod-national-security/ai-ml-security/hasf-sec-defense-dod-na-ai-risk-ev-004,50,False,2,2f8c7f1f8060b27a198d8910a76a7e9fe6b70f4dac0b7c1295ca9901e4425cf8
HASF-SEC-DEFENSE-DOD-NA-INCIDENT-P-005,3.0.0,active,Defense / DoD / National Security Incident Playbook Agent,Incident Response Agent,Cybersecurity,Defense / DoD / National Security,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/defense-dod-national-security/incident-response/hasf-sec-defense-dod-na-incident-p-005,50,False,2,c830aa50a17f6d38071c79616a818c4a476b13a2bac83cca6d9a9f9d04031779
HASF-SEC-DEFENSE-DOD-NA-RELEASE-EV-006,3.0.0,active,Defense / DoD / National Security Release Evidence Agent,Evidence Agent,Operations,Defense / DoD / National Security,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/defense-dod-national-security/release-evidence/hasf-sec-defense-dod-na-release-ev-006,50,False,3,ce5cd42a33348063494e7fbac5478de95f23514577ee474ccb6db39cee4beae9
HASF-SEC-FEDERAL-CIVILI-THREAT-MOD-007,3.0.0,active,Federal Civilian Threat Model Agent,Security Architecture Agent,Cybersecurity,Federal Civilian,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/federal-civilian/threat-modeling/hasf-sec-federal-civili-threat-mod-007,50,False,2,49001713702dec22695dd40d6d294bb6cabd3e38d564e8d61544822437227314
HASF-SEC-FEDERAL-CIVILI-COMPLIANCE-008,3.0.0,active,Federal Civilian Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Federal Civilian,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/federal-civilian/compliance-mapping/hasf-sec-federal-civili-compliance-008,50,False,3,c329ee4ef7f3b6ad09d47541a62b86ae274126d2c9a2e89a2e66e7dbbf0432c6
HASF-SEC-FEDERAL-CIVILI-CI-CD-GATE-009,3.0.0,active,Federal Civilian CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Federal Civilian,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/federal-civilian/ci-cd/hasf-sec-federal-civili-ci-cd-gate-009,50,False,4,fa7cdd5a612f6eef961e4bf5e53c554753bffd1acaf7848f9c299d169ea07391
HASF-SEC-FEDERAL-CIVILI-AI-RISK-EV-010,3.0.0,active,Federal Civilian AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Federal Civilian,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/federal-civilian/ai-ml-security/hasf-sec-federal-civili-ai-risk-ev-010,50,False,2,fb9adac8f1715a5773254179f774ff442bb2d49d860940c703243d6dc1bc406e
HASF-SEC-FEDERAL-CIVILI-INCIDENT-P-011,3.0.0,active,Federal Civilian Incident Playbook Agent,Incident Response Agent,Cybersecurity,Federal Civilian,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/federal-civilian/incident-response/hasf-sec-federal-civili-incident-p-011,50,False,2,bb7006ce5a1f079882a33b349c027966457cac9290d897c0648dc11e6a478833
HASF-SEC-FEDERAL-CIVILI-RELEASE-EV-012,3.0.0,active,Federal Civilian Release Evidence Agent,Evidence Agent,Operations,Federal Civilian,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/federal-civilian/release-evidence/hasf-sec-federal-civili-release-ev-012,50,False,3,1bf187a07f11a3952700105f3a5429408414459ed7c19e08f6c501db7300cbff
HASF-SEC-STATE-AND-LOCA-THREAT-MOD-013,3.0.0,active,State and Local Government Threat Model Agent,Security Architecture Agent,Cybersecurity,State and Local Government,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/state-and-local-government/threat-modeling/hasf-sec-state-and-loca-threat-mod-013,50,False,2,c59fdabb3c91576e5e39036bfeb191dc4cd34560736950e5be0eea80b23e2d93
HASF-SEC-STATE-AND-LOCA-COMPLIANCE-014,3.0.0,active,State and Local Government Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,State and Local Government,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/state-and-local-government/compliance-mapping/hasf-sec-state-and-loca-compliance-014,50,False,3,b89db481a335666676902377cc6c30c7e57a829e0d6cb0b35d8c55c019480546
